t,phi,R,N,Zmean,vZ_mean
1.856,9,8.50, 9011.0,0.011,-3.6038e-01
1.856,9,9.50, 6463.0,0.028,-5.2661e-01
1.856,9,10.50, 4394.0,-0.005,1.2633e-03
1.856,9,11.50, 2617.0,-0.056,-1.0958e-01
1.856,9,12.50, 4680.0,-0.024,-9.1707e-01
1.856,9,13.50, 1988.0,0.025,-4.1782e-01
1.856,9,14.50, 1480.0,0.121,3.8948e-01
1.856,9,15.50, 2647.0,0.140,-1.3581e+00
1.856,10,5.50, 14243.0,0.011,-1.0814e-01
1.856,10,6.50, 14051.0,0.024,5.1656e-02
1.856,10,7.50, 10086.0,0.018,4.4126e-01
1.856,10,8.50, 6933.0,0.023,-4.6979e-01
1.856,10,9.50, 5213.0,0.020,-3.6239e-01
1.856,10,10.50, 5704.0,0.003,-5.8775e-03
1.856,10,11.50, 3054.0,-0.044,-6.8666e-01
1.856,10,12.50, 4949.0,-0.037,-1.8498e-01
1.856,10,13.50, 1831.0,0.048,3.0044e-01
1.856,10,14.50, 1807.0,0.162,4.2207e-01
1.856,10,15.50, 2402.0,0.160,-2.5261e+00
1.856,11,5.50, 16330.0,0.009,-5.2823e-01
1.856,11,6.50, 10661.0,0.023,-2.1225e-01
1.856,11,7.50, 8217.0,0.014,3.0503e-01
1.856,11,8.50, 7265.0,0.020,-7.2067e-01
1.856,11,9.50, 5855.0,0.015,-7.0840e-01
1.856,11,10.50, 5087.0,-0.008,-8.1813e-02
1.856,11,11.50, 4445.0,-0.052,-3.9431e-01
1.856,11,12.50, 4281.0,-0.008,1.6725e-01
1.856,11,13.50, 2357.0,0.078,4.6223e-01
1.856,11,14.50, 2291.0,0.146,-1.8805e-01
1.856,11,15.50, 2042.0,0.116,-4.0722e+00
1.856,12,5.50, 14966.0,-0.000,-9.6466e-01
1.856,12,6.50, 7680.0,0.013,4.6016e-01
1.856,12,7.50, 7099.0,0.013,4.2145e-01
1.856,12,8.50, 7986.0,0.015,-7.1375e-01
1.856,12,9.50, 5775.0,0.007,-6.2847e-01
1.856,12,10.50, 4276.0,-0.011,3.5319e-01
1.856,12,11.50, 4760.0,-0.052,-1.0829e+00
1.856,12,12.50, 2840.0,-0.001,-4.1026e-01
1.856,12,13.50, 2311.0,0.112,-2.8388e-01
1.856,12,14.50, 2340.0,0.131,-1.5606e+00
1.856,12,15.50, 1771.0,0.059,-4.3348e+00
1.856,13,5.50, 11888.0,-0.009,-1.0234e+00
1.856,13,6.50, 7019.0,0.005,-7.8405e-02
1.856,13,7.50, 8325.0,0.018,1.2005e+00
1.856,13,8.50, 7992.0,-0.004,-3.2481e-02
1.856,13,9.50, 6327.0,-0.010,-8.6508e-01
1.856,13,10.50, 3450.0,-0.020,6.3178e-01
1.856,13,11.50, 5163.0,-0.072,-1.0349e+00
1.856,13,12.50, 2602.0,0.009,-3.2851e-01
1.856,13,13.50, 1800.0,0.084,-4.6420e-01
1.856,13,14.50, 2113.0,0.023,-2.1461e+00
1.856,13,15.50, 1723.0,-0.036,-5.1439e+00
1.856,14,5.50, 11191.0,-0.015,-9.5939e-01
1.856,14,6.50, 6878.0,0.006,-1.3369e-01
1.856,14,7.50, 8964.0,0.024,1.1872e+00
1.856,14,8.50, 9462.0,-0.004,-1.6662e-01
1.856,14,9.50, 7921.0,-0.019,-5.2533e-01
1.856,14,10.50, 3759.0,-0.062,4.2158e-01
1.856,14,11.50, 5822.0,-0.080,-6.2388e-01
1.856,14,12.50, 2583.0,0.005,-9.1148e-01
1.856,14,13.50, 1933.0,0.048,-4.6007e-01
1.856,14,14.50, 2174.0,-0.060,-1.9143e+00
1.856,14,15.50, 1493.0,-0.118,-4.7341e+00
1.856,15,5.50, 11531.0,-0.020,-9.2143e-01
1.856,15,6.50, 8062.0,0.006,6.6589e-02
1.856,15,7.50, 10579.0,0.027,3.9131e-02
1.856,15,8.50, 11746.0,-0.020,-1.4441e-01
1.856,15,9.50, 9329.0,-0.032,2.5682e-02
1.856,15,10.50, 4032.0,-0.083,1.0633e+00
1.856,15,11.50, 5725.0,-0.073,-5.2938e-01
1.856,15,12.50, 2494.0,-0.010,-6.6640e-02
1.856,15,13.50, 2049.0,0.003,-1.0333e+00
1.856,15,14.50, 2241.0,-0.091,-1.4380e+00
1.856,15,15.50, 1647.0,-0.144,-5.6900e+00
1.856,16,5.50, 12618.0,-0.020,-1.1870e-01
1.856,16,6.50, 9452.0,0.007,-7.9231e-01
1.856,16,7.50, 10525.0,0.010,-2.5823e-01
1.856,16,8.50, 9308.0,-0.032,-1.8312e-01
1.856,16,9.50, 5970.0,-0.037,1.0552e+00
1.856,16,10.50, 4609.0,-0.077,1.2013e+00
1.856,16,11.50, 5755.0,-0.086,1.5473e-01
1.856,16,12.50, 2049.0,-0.004,-7.0767e-01
1.856,16,13.50, 2621.0,-0.054,-1.5459e+00
1.856,16,14.50, 1987.0,-0.125,-1.0827e+00
1.856,16,15.50, 1571.0,-0.237,-5.8047e+00
1.856,17,5.50, 12674.0,-0.012,-4.9677e-01
1.856,17,6.50, 11284.0,0.013,-5.0187e-01
1.856,17,7.50, 10606.0,-0.008,2.2335e-01
1.856,17,8.50, 4602.0,-0.027,1.5086e-01
1.856,17,9.50, 4212.0,-0.031,3.9725e-01
1.856,17,10.50, 4381.0,-0.085,1.6160e+00
1.856,17,11.50, 6017.0,-0.093,7.4214e-01
1.856,17,12.50, 2286.0,-0.004,-1.2513e+00
1.856,17,13.50, 2972.0,-0.103,-2.0568e+00
1.856,17,14.50, 1873.0,-0.105,4.1475e-01
1.856,17,15.50, 1468.0,-0.299,-3.4511e+00
1.856,18,5.50, 12868.0,-0.002,-2.4242e-01
1.856,18,6.50, 12583.0,0.011,-3.4580e-01
1.856,18,7.50, 9247.0,-0.013,7.1435e-01
1.856,18,8.50, 4707.0,-0.039,5.1663e-01
1.856,18,9.50, 5512.0,-0.041,8.4251e-01
1.856,18,10.50, 5622.0,-0.074,1.9669e+00
1.856,18,11.50, 5071.0,-0.073,7.0811e-01
1.856,18,12.50, 2463.0,-0.036,-1.2493e+00
1.856,18,13.50, 3198.0,-0.121,-1.2033e+00
1.856,18,14.50, 1795.0,-0.054,5.6859e-01
1.856,18,15.50, 1302.0,-0.257,-1.7131e+00
1.856,19,5.50, 15070.0,-0.005,-2.7549e-01
1.856,19,6.50, 10452.0,0.003,-5.4847e-01
1.856,19,7.50, 7675.0,-0.013,4.9284e-01
1.856,19,8.50, 6778.0,-0.031,4.2003e-01
1.856,19,9.50, 7601.0,-0.034,1.2181e+00
1.856,19,10.50, 5016.0,-0.038,1.6173e+00
1.856,19,11.50, 3770.0,-0.059,7.6358e-01
1.856,19,12.50, 2609.0,-0.060,-8.6912e-01
1.856,19,13.50, 3242.0,-0.123,-5.4552e-01
1.856,19,14.50, 1582.0,-0.042,9.9532e-01
1.856,19,15.50, 1276.0,-0.337,-1.5778e+00
1.856,20,5.50, 13738.0,0.002,-3.2144e-01
1.856,20,6.50, 8944.0,0.011,-9.2850e-01
1.856,20,7.50, 8218.0,-0.004,3.9242e-01
1.856,20,8.50, 8054.0,-0.030,6.8584e-01
1.856,20,9.50, 6995.0,-0.028,1.0451e+00
1.856,20,10.50, 4471.0,-0.024,1.9561e+00
1.856,20,11.50, 4698.0,-0.057,4.8276e-01
1.856,20,12.50, 3205.0,-0.062,-3.9652e-01
1.856,20,13.50, 3009.0,-0.097,7.3891e-01
1.856,20,14.50, 1514.0,-0.059,1.0049e+00
1.856,20,15.50, 1443.0,-0.245,6.7869e-01
1.856,21,5.50, 12333.0,0.003,-5.4928e-02
1.856,21,6.50, 9512.0,0.017,-8.8354e-01
1.856,21,7.50, 9743.0,0.007,3.0440e-03
1.856,21,8.50, 8606.0,-0.014,9.3441e-01
1.856,21,9.50, 6239.0,-0.012,1.1850e+00
1.856,21,10.50, 5712.0,-0.011,1.9464e+00
1.856,21,11.50, 4740.0,-0.042,7.8532e-01
1.856,21,12.50, 3088.0,-0.066,6.0916e-01
1.856,21,13.50, 2290.0,-0.070,4.8297e-01
1.856,21,14.50, 1684.0,-0.090,1.5170e+00
1.856,21,15.50, 1496.0,-0.205,-1.6274e-02
1.856,22,5.50, 11679.0,0.011,2.1332e-01
1.856,22,6.50, 11206.0,0.021,-2.1806e-01
1.856,22,7.50, 9851.0,0.014,6.4663e-01
1.856,22,8.50, 6751.0,-0.010,4.9177e-01
1.856,22,9.50, 5890.0,0.004,1.1601e+00
1.856,22,10.50, 6828.0,-0.013,2.3153e+00
1.856,22,11.50, 3484.0,-0.056,4.7270e-01
1.856,22,12.50, 3680.0,-0.070,4.2112e-01
1.856,22,13.50, 2119.0,-0.098,4.4686e-01
1.856,22,14.50, 1743.0,-0.210,1.0946e+00
1.856,22,15.50, 1234.0,-0.304,4.1081e-01
1.856,23,5.50, 11767.0,0.000,-2.6738e-01
1.856,23,6.50, 11628.0,0.012,-8.4976e-01
1.856,23,7.50, 8010.0,0.010,5.9827e-01
1.856,23,8.50, 7204.0,-0.010,1.2470e+00
1.856,23,9.50, 6775.0,0.012,1.2855e+00
1.856,23,10.50, 5955.0,0.009,2.5278e+00
1.856,23,11.50, 3711.0,-0.061,6.9969e-01
1.856,23,12.50, 3878.0,-0.091,2.3979e-01
1.856,23,13.50, 1682.0,-0.084,4.6237e-01
1.856,23,14.50, 1809.0,-0.153,1.5998e+00
1.856,23,15.50, 1412.0,-0.197,1.0620e+00
1.856,24,5.50, 11402.0,0.004,-1.0182e+00
1.856,24,6.50, 10196.0,0.007,-9.3169e-01
1.856,24,7.50, 8328.0,0.017,6.3271e-01
1.856,24,8.50, 10128.0,0.018,1.5872e+00
1.856,24,9.50, 6466.0,0.039,1.5026e+00
1.856,24,10.50, 4927.0,0.019,2.1966e+00
1.856,24,11.50, 2738.0,-0.076,9.3514e-01
1.856,24,12.50, 3969.0,-0.102,5.1803e-01
1.856,24,13.50, 1475.0,-0.121,6.9053e-01
1.856,24,14.50, 2199.0,-0.176,1.3753e+00
1.856,24,15.50, 1642.0,-0.136,9.8880e-01
1.856,25,5.50, 10720.0,0.005,-3.3157e-01
1.856,25,6.50, 10796.0,0.008,-6.3293e-01
1.856,25,7.50, 10688.0,0.024,7.3729e-01
1.856,25,8.50, 9861.0,0.026,1.0216e+00
1.856,25,9.50, 6063.0,0.057,1.2581e+00
1.856,25,10.50, 4954.0,0.013,1.7893e+00
1.856,25,11.50, 3299.0,-0.071,3.2248e-01
1.856,25,12.50, 4115.0,-0.096,6.3418e-01
1.856,25,13.50, 1728.0,-0.094,1.9496e+00
1.856,25,14.50, 2180.0,-0.175,1.6980e+00
1.856,25,15.50, 1719.0,-0.083,3.3724e-01
1.856,26,5.50, 11662.0,0.003,-2.8976e-01
1.856,26,6.50, 12989.0,0.006,-5.2594e-01
1.856,26,7.50, 11615.0,0.027,9.1708e-01
1.856,26,8.50, 7178.0,0.030,-7.5471e-02
1.856,26,9.50, 5936.0,0.057,8.0374e-01
1.856,26,10.50, 4034.0,0.011,1.3957e+00
1.856,26,11.50, 3419.0,-0.089,9.0220e-01
1.856,26,12.50, 3694.0,-0.088,5.7678e-01
1.856,26,13.50, 1853.0,-0.059,3.1711e+00
1.856,26,14.50, 1951.0,-0.098,1.4573e+00
1.856,26,15.50, 1748.0,-0.025,-1.9589e-01
1.856,27,5.50, 13925.0,-0.000,-7.3340e-02
1.856,27,6.50, 13584.0,0.007,-3.3597e-01
1.856,27,7.50, 10649.0,0.026,-2.4506e-02
1.856,27,8.50, 6745.0,0.023,-4.2233e-01
1.856,27,9.50, 5460.0,0.051,9.8764e-02
1.856,27,10.50, 4891.0,0.024,2.0560e+00
1.856,27,11.50, 4393.0,-0.078,1.5348e+00
1.856,27,12.50, 3123.0,-0.071,1.0774e+00
1.856,27,13.50, 1896.0,-0.012,3.8071e+00
1.856,27,14.50, 1887.0,-0.093,2.4002e+00
1.856,27,15.50, 2191.0,-0.014,2.7898e-01
1.856,28,5.50, 14809.0,0.005,1.7095e-03
1.856,28,6.50, 12568.0,0.007,-4.2298e-01
1.856,28,7.50, 8820.0,0.015,1.3256e-01
1.856,28,8.50, 5924.0,0.022,8.5124e-02
1.856,28,9.50, 6217.0,0.052,-1.6044e-01
1.856,28,10.50, 5060.0,0.020,1.6942e+00
1.856,28,11.50, 4484.0,-0.055,2.1714e+00
1.856,28,12.50, 2536.0,-0.046,2.2724e+00
1.856,28,13.50, 1806.0,0.002,3.8769e+00
1.856,28,14.50, 2541.0,-0.103,1.8490e+00
1.856,28,15.50, 2162.0,-0.032,-1.1816e+00
1.856,29,5.50, 14477.0,0.007,2.9967e-02
1.856,29,6.50, 11508.0,0.010,-2.9857e-01
1.856,29,7.50, 8342.0,0.003,1.3367e-01
1.856,29,8.50, 7513.0,0.005,-4.5103e-01
1.856,29,9.50, 7044.0,0.034,-4.3547e-01
1.856,29,10.50, 5079.0,0.032,1.7494e+00
1.856,29,11.50, 4488.0,-0.045,2.4810e+00
1.856,29,12.50, 2217.0,-0.046,2.3360e+00
1.856,29,13.50, 2145.0,0.027,3.4111e+00
1.856,29,14.50, 2409.0,-0.032,1.0195e+00
1.856,29,15.50, 1821.0,0.010,-1.0905e+00
1.856,30,5.50, 14016.0,0.002,3.0967e-02
1.856,30,6.50, 10548.0,0.009,6.9458e-02
1.856,30,7.50, 7532.0,-0.006,8.8798e-01
1.856,30,8.50, 7340.0,-0.002,-1.5199e-01
1.856,30,9.50, 6836.0,0.036,-5.6459e-01
1.856,30,10.50, 5950.0,0.028,1.9792e+00
1.856,30,11.50, 5118.0,-0.045,2.5273e+00
1.856,30,12.50, 1877.0,-0.019,2.4070e+00
1.856,30,13.50, 2549.0,0.061,2.7859e+00
1.856,30,14.50, 3059.0,-0.027,3.8532e-01
1.856,30,15.50, 1099.0,-0.010,-1.5793e+00
1.856,31,5.50, 13478.0,0.001,-6.2687e-01
1.856,31,6.50, 9295.0,0.006,6.1925e-01
1.856,31,7.50, 7437.0,-0.002,1.3251e+00
1.856,31,8.50, 6869.0,-0.016,-5.7292e-01
1.856,31,9.50, 6148.0,0.039,-9.5308e-01
1.856,31,10.50, 6017.0,0.033,1.8078e+00
1.856,31,11.50, 6042.0,-0.030,2.5966e+00
1.856,31,12.50, 1708.0,0.005,2.0175e+00
1.856,31,13.50, 2835.0,0.074,9.9986e-01
1.856,31,14.50, 3611.0,-0.021,-9.8361e-02
1.856,31,15.50, 490.0,-0.089,-1.0189e+00
1.856,32,5.50, 12250.0,-0.007,-4.7644e-01
1.856,32,6.50, 7857.0,0.002,5.0911e-02
1.856,32,7.50, 8766.0,-0.006,8.4064e-01
1.856,32,8.50, 6696.0,-0.010,-6.2901e-01
1.856,32,9.50, 6039.0,0.040,-7.2716e-01
1.856,32,10.50, 4829.0,0.031,1.8225e+00
1.856,32,11.50, 5678.0,-0.004,1.7410e+00
1.856,32,12.50, 1449.0,0.061,1.1013e+00
1.856,32,13.50, 2651.0,0.085,2.9298e-01
1.856,32,14.50, 3438.0,-0.037,-4.0189e-01
1.856,32,15.50, 243.0,-0.184,-8.4141e-01
1.856,33,5.50, 10230.0,-0.010,-1.1361e-02
1.856,33,6.50, 8492.0,0.001,3.9371e-01
1.856,33,7.50, 10207.0,0.001,5.9421e-01
1.856,33,8.50, 7179.0,-0.001,-5.4547e-01
1.856,33,9.50, 7005.0,0.024,-1.0257e+00
1.856,33,10.50, 4108.0,0.055,2.0138e+00
1.856,33,11.50, 5196.0,-0.007,1.3108e+00
1.856,33,12.50, 1347.0,0.032,-3.1109e-01
1.856,33,13.50, 3093.0,0.067,-6.5113e-01
1.856,33,14.50, 2797.0,-0.093,-6.8048e-01
1.856,33,15.50, 178.0,-0.160,7.5626e-01
1.856,34,5.50, 9856.0,-0.017,6.0822e-02
1.856,34,6.50, 12081.0,-0.001,5.1039e-01
1.856,34,7.50, 11848.0,0.004,4.3136e-01
1.856,34,8.50, 8529.0,0.007,-5.8337e-01
1.856,34,9.50, 7104.0,0.041,-6.2236e-01
1.856,34,10.50, 3865.0,0.052,2.3114e+00
1.856,34,11.50, 4591.0,0.001,1.3170e+00
1.856,34,12.50, 1551.0,0.048,-5.5529e-01
1.856,34,13.50, 3295.0,0.040,-2.2045e-01
1.856,34,14.50, 2377.0,-0.061,-1.9278e-01
1.856,34,15.50, 183.0,-0.127,3.6091e+00
1.856,35,5.50, 10976.0,-0.009,1.0189e+00
1.856,35,6.50, 14532.0,0.006,1.8291e-01
1.856,35,7.50, 11190.0,0.012,-3.3215e-01
1.856,35,8.50, 9996.0,0.020,-7.9354e-01
1.856,35,9.50, 6260.0,0.047,3.5443e-01
1.856,35,10.50, 5743.0,0.051,2.4663e+00
1.856,35,11.50, 4572.0,0.006,1.5447e+00
1.856,35,12.50, 1532.0,0.026,-6.5053e-01
1.856,35,13.50, 4229.0,0.044,-1.2362e-01
1.856,35,14.50, 1966.0,-0.013,-5.1812e-02
1.856,35,15.50, 258.0,-0.006,6.8671e+00
1.866,0,5.50, 10043.0,-0.008,1.1022e+00
1.866,0,6.50, 11858.0,-0.003,1.0296e-01
1.866,0,7.50, 12315.0,0.005,-1.2256e-01
1.866,0,8.50, 9495.0,0.011,-6.4333e-01
1.866,0,9.50, 6478.0,0.037,-7.5209e-01
1.866,0,10.50, 5425.0,0.072,1.4900e+00
1.866,0,11.50, 4665.0,0.033,1.8030e+00
1.866,0,12.50, 1671.0,0.019,-1.1177e+00
1.866,0,13.50, 4592.0,0.031,-6.3791e-01
1.866,0,14.50, 1625.0,-0.020,-3.8472e-01
1.866,0,15.50, 251.0,-0.014,5.0549e+00
1.866,1,5.50, 11160.0,-0.001,9.8340e-01
1.866,1,6.50, 14017.0,0.009,-1.1063e-01
1.866,1,7.50, 11653.0,0.009,-7.3556e-01
1.866,1,8.50, 9874.0,0.011,-9.9771e-01
1.866,1,9.50, 6261.0,0.049,-3.7588e-01
1.866,1,10.50, 6107.0,0.076,1.4410e+00
1.866,1,11.50, 4601.0,0.010,7.1995e-01
1.866,1,12.50, 1606.0,0.017,-9.0275e-01
1.866,1,13.50, 4964.0,0.034,-4.1437e-01
1.866,1,14.50, 1170.0,-0.063,9.8968e-01
1.866,1,15.50, 293.0,0.020,8.4698e-01
1.866,2,5.50, 13445.0,0.011,7.7270e-01
1.866,2,6.50, 15035.0,0.012,-2.9930e-01
1.866,2,7.50, 10407.0,-0.002,-8.8012e-01
1.866,2,8.50, 8243.0,-0.002,-1.2921e+00
1.866,2,9.50, 4997.0,0.059,-3.5287e-01
1.866,2,10.50, 4588.0,0.077,7.8656e-01
1.866,2,11.50, 5102.0,0.033,1.3495e+00
1.866,2,12.50, 2082.0,-0.003,-3.1633e-01
1.866,2,13.50, 5049.0,0.031,-7.3231e-01
1.866,2,14.50, 960.0,-0.070,1.7260e+00
1.866,2,15.50, 607.0,0.013,-2.4064e-01
1.866,3,5.50, 14875.0,0.010,1.5631e-01
1.866,3,6.50, 11783.0,0.002,-1.2485e+00
1.866,3,7.50, 8269.0,-0.010,-5.2752e-01
1.866,3,8.50, 5450.0,0.001,-1.3519e+00
1.866,3,9.50, 3753.0,0.062,9.8161e-02
1.866,3,10.50, 4515.0,0.093,1.3894e+00
1.866,3,11.50, 5066.0,0.040,1.3049e+00
1.866,3,12.50, 2684.0,-0.012,-7.0691e-01
1.866,3,13.50, 4718.0,-0.007,-1.0572e+00
1.866,3,14.50, 965.0,-0.041,1.8672e+00
1.866,3,15.50, 898.0,0.044,-5.6809e-01
1.866,4,5.50, 14557.0,0.003,-2.8828e-01
1.866,4,6.50, 8797.0,-0.004,-5.8901e-01
1.866,4,7.50, 7219.0,-0.019,-2.7895e-01
1.866,4,8.50, 6285.0,-0.021,-1.0944e+00
1.866,4,9.50, 5057.0,0.045,-7.4602e-01
1.866,4,10.50, 5594.0,0.083,3.6955e-01
1.866,4,11.50, 3797.0,0.029,9.8932e-01
1.866,4,12.50, 3460.0,-0.014,-6.9503e-01
1.866,4,13.50, 4295.0,-0.008,-1.0620e+00
1.866,4,14.50, 742.0,0.047,1.7719e+00
1.866,4,15.50, 738.0,-0.002,3.5036e-01
1.866,5,5.50, 13101.0,-0.004,-5.6861e-01
1.866,5,6.50, 8179.0,-0.005,-8.5100e-01
1.866,5,7.50, 8078.0,-0.020,-5.0822e-01
1.866,5,8.50, 8642.0,-0.017,-1.2278e+00
1.866,5,9.50, 6811.0,0.045,-1.2680e+00
1.866,5,10.50, 5919.0,0.071,5.6741e-02
1.866,5,11.50, 2913.0,0.004,9.6180e-01
1.866,5,12.50, 4108.0,-0.019,-8.5450e-01
1.866,5,13.50, 3844.0,0.004,-1.6748e+00
1.866,5,14.50, 694.0,0.102,1.8630e+00
1.866,5,15.50, 1140.0,0.115,7.5046e-01
1.866,6,5.50, 11514.0,-0.013,-5.0412e-01
1.866,6,6.50, 8069.0,-0.013,-9.5716e-01
1.866,6,7.50, 10125.0,-0.014,-2.1323e-01
1.866,6,8.50, 8107.0,-0.013,-9.3712e-01
1.866,6,9.50, 7016.0,0.035,-1.3143e+00
1.866,6,10.50, 5307.0,0.042,6.0493e-02
1.866,6,11.50, 3512.0,-0.000,3.6573e-01
1.866,6,12.50, 4480.0,-0.018,-1.4865e+00
1.866,6,13.50, 2866.0,0.015,-9.3364e-01
1.866,6,14.50, 732.0,0.128,2.1459e+00
1.866,6,15.50, 1651.0,0.165,7.2515e-01
1.866,7,5.50, 10062.0,-0.017,-1.0110e+00
1.866,7,6.50, 8135.0,-0.004,-1.1291e+00
1.866,7,7.50, 9899.0,-0.004,-1.3480e-01
1.866,7,8.50, 7503.0,-0.011,-5.5624e-01
1.866,7,9.50, 5506.0,0.028,-9.1294e-01
1.866,7,10.50, 4599.0,0.055,7.1842e-02
1.866,7,11.50, 2750.0,0.003,-2.5030e-01
1.866,7,12.50, 4699.0,-0.030,-7.3704e-01
1.866,7,13.50, 2712.0,0.029,-1.4393e+00
1.866,7,14.50, 819.0,0.189,2.5563e+00
1.866,7,15.50, 2375.0,0.136,1.2570e-01
1.866,8,5.50, 10745.0,-0.012,-6.2209e-01
1.866,8,6.50, 9397.0,-0.003,-5.1779e-01
1.866,8,7.50, 8905.0,-0.002,5.6114e-01
1.866,8,8.50, 6411.0,-0.001,-7.8179e-01
1.866,8,9.50, 6453.0,0.012,-1.2000e+00
1.866,8,10.50, 4823.0,0.038,-6.7575e-01
1.866,8,11.50, 3047.0,-0.024,-4.9512e-01
1.866,8,12.50, 5217.0,-0.029,-1.0126e+00
1.866,8,13.50, 2666.0,0.014,-1.1134e+00
1.866,8,14.50, 1120.0,0.204,2.1865e+00
1.866,8,15.50, 2937.0,0.114,-1.5708e-01
1.866,9,5.50, 14141.0,-0.010,7.4546e-02
1.866,9,6.50, 11261.0,-0.011,-4.9782e-01
1.866,9,7.50, 10099.0,0.004,-2.0115e-01
1.866,9,8.50, 7118.0,0.002,-6.4949e-01
1.866,9,9.50, 7913.0,0.017,-1.0194e+00
1.866,9,10.50, 4459.0,0.031,-1.2426e-01
1.866,9,11.50, 2868.0,-0.040,-6.1455e-01
1.866,9,12.50, 4698.0,-0.058,-1.1487e+00
1.866,9,13.50, 2030.0,0.029,-3.8233e-01
1.866,9,14.50, 1633.0,0.123,5.5076e-02
1.866,9,15.50, 2912.0,0.131,-1.2106e+00
1.866,10,5.50, 14674.0,-0.005,6.5578e-02
1.866,10,6.50, 13318.0,0.002,-3.0489e-01
1.866,10,7.50, 11716.0,0.014,2.1258e-01
1.866,10,8.50, 8750.0,0.001,-3.1513e-01
1.866,10,9.50, 7956.0,0.018,-8.3792e-01
1.866,10,10.50, 3720.0,0.002,2.8621e-02
1.866,10,11.50, 2805.0,-0.063,-1.2893e-01
1.866,10,12.50, 4719.0,-0.036,-5.0631e-01
1.866,10,13.50, 1793.0,0.025,-8.5430e-01
1.866,10,14.50, 1726.0,0.101,-2.1368e-01
1.866,10,15.50, 2462.0,0.136,-2.4299e+00
1.866,11,5.50, 13180.0,0.006,1.3803e-01
1.866,11,6.50, 15150.0,0.017,-6.9011e-01
1.866,11,7.50, 11613.0,0.020,1.1910e-01
1.866,11,8.50, 7775.0,0.013,-7.5129e-01
1.866,11,9.50, 5555.0,0.022,-8.5534e-01
1.866,11,10.50, 5042.0,-0.004,3.2160e-02
1.866,11,11.50, 3270.0,-0.055,1.4502e-01
1.866,11,12.50, 4656.0,-0.033,-1.9837e-01
1.866,11,13.50, 1845.0,0.037,1.2023e-01
1.866,11,14.50, 2055.0,0.137,-3.4848e-01
1.866,11,15.50, 2172.0,0.157,-3.5534e+00
1.866,12,5.50, 13414.0,0.008,-8.7865e-02
1.866,12,6.50, 13991.0,0.016,-7.5291e-01
1.866,12,7.50, 9424.0,0.018,-1.4577e-01
1.866,12,8.50, 6457.0,0.011,-9.3921e-01
1.866,12,9.50, 5452.0,0.009,-1.1464e+00
1.866,12,10.50, 5084.0,-0.007,-1.1773e-01
1.866,12,11.50, 4606.0,-0.050,2.4255e-02
1.866,12,12.50, 3828.0,-0.007,4.7026e-01
1.866,12,13.50, 2410.0,0.076,4.3583e-01
1.866,12,14.50, 2522.0,0.137,-1.3622e+00
1.866,12,15.50, 1842.0,0.091,-4.7661e+00
1.866,13,5.50, 15666.0,0.006,-1.8786e-01
1.866,13,6.50, 10279.0,0.014,-6.5055e-01
1.866,13,7.50, 7558.0,0.015,-1.9642e-01
1.866,13,8.50, 7772.0,0.018,-7.9982e-01
1.866,13,9.50, 5814.0,0.002,-6.0764e-01
1.866,13,10.50, 4706.0,-0.022,2.1245e-01
1.866,13,11.50, 5089.0,-0.052,-6.2674e-01
1.866,13,12.50, 2436.0,-0.002,-3.0717e-01
1.866,13,13.50, 2464.0,0.104,-9.0461e-01
1.866,13,14.50, 2289.0,0.103,-2.2086e+00
1.866,13,15.50, 1571.0,0.000,-5.0792e+00
1.866,14,5.50, 14851.0,-0.007,-9.4891e-01
1.866,14,6.50, 7478.0,0.014,-4.4410e-01
1.866,14,7.50, 6867.0,0.011,-2.6739e-01
1.866,14,8.50, 8235.0,-0.006,-3.5499e-01
1.866,14,9.50, 5941.0,-0.007,-4.5846e-01
1.866,14,10.50, 3822.0,-0.017,3.6331e-01
1.866,14,11.50, 4919.0,-0.071,-4.4837e-01
1.866,14,12.50, 2253.0,-0.005,-5.7149e-01
1.866,14,13.50, 2046.0,0.063,-1.0492e+00
1.866,14,14.50, 2112.0,-0.008,-2.2619e+00
1.866,14,15.50, 1604.0,-0.104,-4.8142e+00
1.866,15,5.50, 11837.0,-0.013,-8.4094e-01
1.866,15,6.50, 6816.0,0.005,-6.4229e-01
1.866,15,7.50, 7904.0,0.028,4.5725e-01
1.866,15,8.50, 8107.0,-0.001,1.1410e-01
1.866,15,9.50, 6502.0,-0.026,-8.8418e-01
1.866,15,10.50, 4122.0,-0.036,2.7230e-01
1.866,15,11.50, 5691.0,-0.080,-5.3027e-01
1.866,15,12.50, 2363.0,-0.003,-1.0152e+00
1.866,15,13.50, 2023.0,0.031,-1.3182e+00
1.866,15,14.50, 2186.0,-0.073,-1.5551e+00
1.866,15,15.50, 1416.0,-0.175,-4.7253e+00
1.866,16,5.50, 10676.0,-0.018,-4.3958e-01
1.866,16,6.50, 7160.0,0.002,-3.6551e-01
1.866,16,7.50, 9311.0,0.032,-8.9939e-02
1.866,16,8.50, 10343.0,-0.008,-5.0967e-01
1.866,16,9.50, 9176.0,-0.028,-3.5488e-01
1.866,16,10.50, 4677.0,-0.064,1.2507e+00
1.866,16,11.50, 5823.0,-0.079,-3.3932e-01
1.866,16,12.50, 2319.0,-0.008,-6.0358e-01
1.866,16,13.50, 2131.0,-0.025,-1.7470e+00
1.866,16,14.50, 2189.0,-0.101,-9.2369e-01
1.866,16,15.50, 1593.0,-0.230,-5.9125e+00
